,sup_temp_arv,surf_temp_arv
78,40.14999961853027,36.12916666666667
79,40.099998474121094,36.04283333333334
80,40.08999862670898,36.09191666666666
81,40.00999984741211,36.10575
82,40.0,36.06
83,40.0,36.153
84,40.0,36.07233333333333
85,40.0,36.02225
86,40.00999984741211,36.068
87,40.00999984741211,36.113
88,40.0,36.14583333333333
89,40.0,36.115249999999996
90,40.0,36.04758333333333
91,39.900001525878906,36.114333333333335
92,39.900001525878906,36.1255
93,39.89000129699707,36.10291666666667
94,39.86000061035156,36.028083333333335
95,39.900001525878906,36.016000000000005
96,39.900001525878906,36.03758333333333
97,39.93000106811523,36.118333333333325
98,40.0,36.069333333333326
99,40.0,35.998749999999994
100,40.0,36.1315
101,40.099998474121094,36.073249999999994
102,40.099998474121094,36.09658333333333
103,40.099998474121094,36.148250000000004
104,40.099998474121094,36.13558333333334
105,40.04999923706055,36.12266666666666
106,39.99000015258789,36.11141666666667
107,39.900001525878906,36.1215
108,39.880001068115234,36.122416666666666
109,39.43999977111817,36.14149999999999
110,39.14999961853027,36.07208333333334
111,38.95000038146973,35.995000000000005
112,38.72000007629394,35.976166666666664
113,38.539999389648436,35.90083333333333
114,38.36000061035156,35.871249999999996
115,38.220000457763675,35.64341666666667
116,36.97000007629394,35.598
117,27.349999809265135,35.412166666666664
118,19.450000190734862,34.38191666666667
119,16.29000005722046,32.81291666666667
120,15.110000038146973,31.057499999999997
121,15.720000076293946,29.48941666666667
122,16.100000381469727,28.179750000000002
123,15.460000038146973,27.173083333333334
124,14.569999885559081,26.14483333333333
125,13.869999980926513,25.221249999999998
126,13.449999809265137,24.501916666666666
127,13.429999732971192,23.696416666666664
128,13.680000114440919,23.128750000000004
129,14.0,22.61875
130,14.349999904632568,22.229666666666667
131,14.650000095367432,21.821833333333334
132,14.849999904632568,21.614250000000002
133,14.899999618530273,21.504249999999995
134,14.889999675750733,21.281166666666667
135,14.780000114440918,21.148000000000003
136,14.650000095367432,21.02125
137,14.550000190734863,20.952166666666663
138,14.489999961853027,20.802666666666667
139,14.409999656677247,20.70133333333333
140,14.489999961853027,20.65458333333333
141,14.550000190734863,20.452916666666663
142,14.620000267028809,20.386166666666668
143,14.719999885559082,20.356083333333334
144,14.810000133514404,20.355833333333333
145,14.899999618530273,20.194750000000003
146,14.989999961853027,20.23275
147,15.0,20.224333333333334
148,15.0,20.1655
149,15.0,20.288416666666667
150,15.0,20.227583333333335
151,15.0,20.193583333333333
152,15.0,20.166583333333335
153,15.0,20.255666666666663
154,14.969999885559082,20.128749999999997
155,14.909999656677247,20.030166666666666
156,14.979999923706055,20.109166666666663
157,14.899999618530273,20.076583333333335
158,14.969999885559082,20.16175
159,14.899999618530273,20.153666666666666
160,14.95999984741211,20.096583333333335
161,15.0,20.035833333333333
162,15.0,20.065583333333333
163,15.0,20.1055
164,15.0,20.1625
165,15.060000228881837,19.975583333333333
166,15.100000381469727,20.038
167,15.150000095367432,20.09841666666667
168,15.199999809265137,20.057083333333335
169,15.199999809265137,20.12558333333333
170,15.199999809265137,20.059333333333335
171,15.199999809265137,20.072166666666668
172,15.189999866485596,20.06283333333333
173,15.100000381469727,20.121916666666664
174,14.95999984741211,20.080416666666668
175,14.839999961853028,20.118916666666667
176,14.800000190734863,20.107916666666664
177,14.800000190734863,19.98275
178,14.889999675750733,20.00475
179,14.979999923706055,20.063583333333334
180,15.080000305175782,19.983
181,15.100000381469727,19.98825
182,15.100000381469727,19.99641666666667
183,15.100000381469727,19.973166666666664
184,15.070000267028808,20.034749999999995
